yearmonth,region,fueltype,cost
2021년05월,경남,LPG,880.53
2021년06월,경남,LPG,858.98
2021년07월,경남,LPG,886.01
2021년08월,경남,LPG,928.87
2021년09월,경남,LPG,955.05
2021년10월,경남,LPG,955.58
2021년11월,경남,LPG,1027.39
2021년12월,경남,LPG,1058.42
2022년01월,경남,LPG,1047.69
2022년02월,경남,LPG,1025.79
2022년03월,경남,LPG,1054.6
2022년04월,경남,LPG,1133.66
2022년05월,경남,LPG,1108.11
2022년06월,경남,LPG,1107.71
2022년07월,경남,LPG,1075.45
2022년08월,경남,LPG,1065.66
2022년09월,경남,LPG,1028.02
2022년10월,경남,LPG,1025.82
2022년11월,경남,LPG,1012.52
2022년12월,경남,LPG,1003.18
2023년01월,경남,LPG,996.58
2023년02월,경남,LPG,967.57
2023년03월,경남,LPG,960.25
2023년04월,경남,LPG,957.78
2023년05월,경남,LPG,956.03
2023년06월,경남,LPG,927.19
2023년07월,경남,LPG,875.98
2023년08월,경남,LPG,849.34
2023년09월,경남,LPG,868.41
2023년10월,경남,LPG,911.78
2023년11월,경남,LPG,943.78
2023년12월,경남,LPG,943.85
2024년01월,경남,LPG,943.72
2024년02월,경남,LPG,943.39
2024년03월,경남,LPG,943.15
2024년04월,경남,LPG,942.43
2024년05월,경남,LPG,943.65
2024년06월,경남,LPG,942.16
2024년07월,경남,LPG,954
2024년08월,경남,LPG,985.68
2024년09월,경남,LPG,991.42
2024년10월,경남,LPG,991.43
2024년11월,경남,LPG,1003.69
2024년12월,경남,LPG,1032.95
2025년01월,경남,LPG,1033.91
2025년02월,경남,LPG,1047
2025년03월,경남,LPG,1047.27
2025년04월,경남,LPG,1047.44
2025년05월,경남,LPG,1061.29
2020년01월,제주,LPG,857.71
2020년02월,제주,LPG,912.36
2020년03월,제주,LPG,912.48
2020년04월,제주,LPG,852.51
2020년05월,제주,LPG,757.01
2020년06월,제주,LPG,788.1
2020년07월,제주,LPG,799.71
2020년08월,제주,LPG,799.17
2020년09월,제주,LPG,810.59
2020년10월,제주,LPG,810.75
2020년11월,제주,LPG,810.5
2020년12월,제주,LPG,836.29
2021년01월,제주,LPG,836.58
2021년02월,제주,LPG,887
2021년03월,제주,LPG,937.55
2021년04월,제주,LPG,937.86
2021년05월,제주,LPG,937.62
2021년06월,제주,LPG,914.96
2021년07월,제주,LPG,943.8
2021년08월,제주,LPG,991.12
2021년09월,제주,LPG,1019.53
2021년10월,제주,LPG,1018.59
2021년11월,제주,LPG,1089.66
2021년12월,제주,LPG,1124.08
2022년01월,제주,LPG,1108.06
2022년02월,제주,LPG,1086.07
2022년03월,제주,LPG,1120.24
2022년04월,제주,LPG,1201.86
2022년05월,제주,LPG,1170.5
2022년06월,제주,LPG,1169.78
2022년07월,제주,LPG,1132.36
2022년08월,제주,LPG,1120.55
2022년09월,제주,LPG,1079.87
2022년10월,제주,LPG,1079.59
2022년11월,제주,LPG,1062.07
2022년12월,제주,LPG,1051.04
2023년01월,제주,LPG,1050.89
2023년02월,제주,LPG,1021.71
2023년03월,제주,LPG,1021.58
2023년04월,제주,LPG,1021.5
2023년05월,제주,LPG,1022.07
2023년06월,제주,LPG,993.36
2023년07월,제주,LPG,934.56
2023년08월,제주,LPG,899.11
2023년09월,제주,LPG,927.2
2023년10월,제주,LPG,971.67
2023년11월,제주,LPG,1002.83
2023년12월,제주,LPG,1003.6
2024년01월,제주,LPG,1002.99
2024년02월,제주,LPG,1003.12
2024년03월,제주,LPG,1002.4
2024년04월,제주,LPG,1002.44
2024년05월,제주,LPG,1002.44
2024년06월,제주,LPG,1002.43
2024년07월,제주,LPG,1015.88
2024년08월,제주,LPG,1048.79
2024년09월,제주,LPG,1048.85
2024년10월,제주,LPG,1048.85
2024년11월,제주,LPG,1062.77
2024년12월,제주,LPG,1091.72
2025년01월,제주,LPG,1092.03
2025년02월,제주,LPG,1107.53
2025년03월,제주,LPG,1107.31
2025년04월,제주,LPG,1107.51
2025년05월,제주,LPG,1126.56
2020년01월,세종,LPG,832.85
2020년02월,세종,LPG,887.28
2020년03월,세종,LPG,887.28
2020년04월,세종,LPG,828.57
2020년05월,세종,LPG,733.32
2020년06월,세종,LPG,764
2020년07월,세종,LPG,775.14
2020년08월,세종,LPG,775.14
2020년09월,세종,LPG,787
2020년10월,세종,LPG,787
2020년11월,세종,LPG,787
2020년12월,세종,LPG,813
2021년01월,세종,LPG,813
2021년02월,세종,LPG,864.71
2021년03월,세종,LPG,915.61
2021년04월,세종,LPG,915.85
2021년05월,세종,LPG,915.85
2021년06월,세종,LPG,893.36
2021년07월,세종,LPG,921.71
2021년08월,세종,LPG,968.35
2021년09월,세종,LPG,997.72
2021년10월,세종,LPG,997.71
2021년11월,세종,LPG,1070.66
2021년12월,세종,LPG,1105.14
2022년01월,세종,LPG,1088.5
2022년02월,세종,LPG,1064.93
2022년03월,세종,LPG,1101.71
2022년04월,세종,LPG,1185
2022년05월,세종,LPG,1153.29
2022년06월,세종,LPG,1153
2022년07월,세종,LPG,1115.77
2022년08월,세종,LPG,1091.36
2022년09월,세종,LPG,1051.76
2022년10월,세종,LPG,1051.57
2022년11월,세종,LPG,1036.37
2022년12월,세종,LPG,1025
2023년01월,세종,LPG,1025
2023년02월,세종,LPG,997.15
2023년03월,세종,LPG,997
2023년04월,세종,LPG,996.88
2023년05월,세종,LPG,997
2023년06월,세종,LPG,968.14
2023년07월,세종,LPG,909.24
2023년08월,세종,LPG,869.55
2023년09월,세종,LPG,898
2023년10월,세종,LPG,944.38
2023년11월,세종,LPG,976.57
2023년12월,세종,LPG,976.57
2024년01월,세종,LPG,976.57
2024년02월,세종,LPG,976.57
2024년03월,세종,LPG,976.57
2024년04월,세종,LPG,976.59
2024년05월,세종,LPG,976.57
2024년06월,세종,LPG,976.57
2024년07월,세종,LPG,989.1
2024년08월,세종,LPG,1024.24
2024년09월,세종,LPG,1023.86
2024년10월,세종,LPG,1023.86
2024년11월,세종,LPG,1034.65
2024년12월,세종,LPG,1063.58
2025년01월,세종,LPG,1067.02
2025년02월,세종,LPG,1081.58
2025년03월,세종,LPG,1081.57
2025년04월,세종,LPG,1081.48
2025년05월,세종,LPG,1097.57
